yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 10.000000
 yellow line angle: -0.199837, obstacle angle: 0.322886, obstacle dist: 19.519852, obstacle steering: -0.088445, steer: -0.091154, speed: 40.000000
 yellow line angle: -0.196404, obstacle angle: 0.322886, obstacle dist: 19.614759, obstacle steering: -0.087438, steer: -0.094031, speed: 40.000000
 yellow line angle: -0.192898, obstacle angle: 0.322886, obstacle dist: 19.734932, obstacle steering: -0.090337, steer: -0.094166, speed: 40.000000
 yellow line angle: -0.189624, obstacle angle: 0.331612, obstacle dist: 19.699369, obstacle steering: -0.090023, steer: -0.094949, speed: 40.000000
 yellow line angle: -0.184569, obstacle angle: 0.331612, obstacle dist: 19.775171, obstacle steering: -0.090822, steer: -0.091228, speed: 40.000000
 yellow line angle: -0.179189, obstacle angle: 0.331612, obstacle dist: 19.832584, obstacle steering: -0.087113, steer: -0.090312, speed: 40.000000
 yellow line angle: -0.172619, obstacle angle: 0.331612, obstacle dist: 19.907700, obstacle steering: -0.086212, steer: -0.087323, speed: 40.000000
 yellow line angle: -0.168010, obstacle angle: 0.331612, obstacle dist: 19.998388, obstacle steering: -0.083242, steer: -0.091101, speed: 40.000000
 yellow line angle: -0.193644, obstacle angle: 0.331612, obstacle dist: 19.005497, obstacle steering: -0.077521, steer: -0.079483, speed: 40.000000
 yellow line angle: -0.196660, obstacle angle: 0.331612, obstacle dist: 18.952549, obstacle steering: -0.075177, steer: -0.079873, speed: 40.000000
 yellow line angle: -0.198051, obstacle angle: 0.331612, obstacle dist: 18.919342, obstacle steering: -0.075559, steer: -0.078161, speed: 40.000000
 yellow line angle: -0.199379, obstacle angle: 0.331612, obstacle dist: 18.901804, obstacle steering: -0.073843, steer: -0.079560, speed: 40.000000
 yellow line angle: -0.203818, obstacle angle: 0.331612, obstacle dist: 18.941418, obstacle steering: -0.077836, steer: -0.083209, speed: 40.000000
 yellow line angle: -0.202686, obstacle angle: 0.331612, obstacle dist: 18.931282, obstacle steering: -0.078898, steer: -0.080338, speed: 40.000000
 yellow line angle: -0.202027, obstacle angle: 0.331612, obstacle dist: 18.897444, obstacle steering: -0.076019, steer: -0.082330, speed: 40.000000
 yellow line angle: -0.203823, obstacle angle: 0.331612, obstacle dist: 18.877182, obstacle steering: -0.078007, steer: -0.088915, speed: 40.000000
 yellow line angle: -0.205560, obstacle angle: 0.331612, obstacle dist: 18.877808, obstacle steering: -0.084592, steer: -0.090461, speed: 40.000000
 yellow line angle: -0.210428, obstacle angle: 0.322886, obstacle dist: 19.051910, obstacle steering: -0.086636, steer: -0.099205, speed: 40.000000
 yellow line angle: -0.209418, obstacle angle: 0.322886, obstacle dist: 19.111691, obstacle steering: -0.095391, steer: -0.095391, speed: 40.000000
 yellow line angle: -0.210807, obstacle angle: 0.314159, obstacle dist: 19.337973, obstacle steering: -0.092073, steer: -0.094863, speed: 40.000000
 yellow line angle: -0.205892, obstacle angle: 0.305432, obstacle dist: 19.517580, obstacle steering: -0.092023, steer: -0.092023, speed: 40.000000
 yellow line angle: -0.204688, obstacle angle: 0.314159, obstacle dist: 19.406952, obstacle steering: -0.088717, steer: -0.090610, speed: 40.000000
 yellow line angle: -0.202328, obstacle angle: 0.314159, obstacle dist: 19.468460, obstacle steering: -0.087314, steer: -0.088924, speed: 40.000000
 yellow line angle: -0.201046, obstacle angle: 0.322886, obstacle dist: 19.383953, obstacle steering: -0.085164, steer: -0.091964, speed: 40.000000
 yellow line angle: -0.200163, obstacle angle: 0.322886, obstacle dist: 19.483635, obstacle steering: -0.088223, steer: -0.093742, speed: 40.000000
 yellow line angle: -0.196034, obstacle angle: 0.331612, obstacle dist: 19.414846, obstacle steering: -0.089539, steer: -0.089539, speed: 40.000000
 yellow line angle: -0.192865, obstacle angle: 0.322886, obstacle dist: 19.728222, obstacle steering: -0.085844, steer: -0.089680, speed: 40.000000
 yellow line angle: -0.187251, obstacle angle: 0.322886, obstacle dist: 19.677973, obstacle steering: -0.085976, steer: -0.085976, speed: 40.000000
 yellow line angle: -0.180570, obstacle angle: 0.322886, obstacle dist: 19.722504, obstacle steering: -0.082280, steer: -0.082280, speed: 40.000000
 yellow line angle: -0.177455, obstacle angle: 0.322886, obstacle dist: 19.777491, obstacle steering: -0.078595, steer: -0.089207, speed: 40.000000
 yellow line angle: -0.177729, obstacle angle: 0.331612, obstacle dist: 19.686176, obstacle steering: -0.085061, steer: -0.097120, speed: 40.000000
 yellow line angle: -0.178123, obstacle angle: 0.331612, obstacle dist: 19.780184, obstacle steering: -0.092994, steer: -0.098527, speed: 40.000000
 yellow line angle: -0.173990, obstacle angle: 0.331612, obstacle dist: 19.903690, obstacle steering: -0.094426, steer: -0.094426, speed: 40.000000
 yellow line angle: -0.166932, obstacle angle: 0.331612, obstacle dist: 19.964233, obstacle steering: -0.090338, steer: -0.090338, speed: 40.000000
 yellow line angle: -0.141376, obstacle angle: 0.331612, obstacle dist: 19.700123, obstacle steering: -0.053164, steer: -0.055676, speed: 40.000000
 yellow line angle: -0.146779, obstacle angle: 0.322886, obstacle dist: 19.693438, obstacle steering: -0.051975, steer: -0.058396, speed: 40.000000
 yellow line angle: -0.153463, obstacle angle: 0.314159, obstacle dist: 19.681974, obstacle steering: -0.055136, steer: -0.063548, speed: 40.000000
 yellow line angle: -0.159561, obstacle angle: 0.314159, obstacle dist: 19.576454, obstacle steering: -0.060271, steer: -0.064857, speed: 40.000000
 yellow line angle: -0.166671, obstacle angle: 0.314159, obstacle dist: 19.504108, obstacle steering: -0.061567, steer: -0.069659, speed: 40.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 60.000000
 yellow line angle: -0.246007, obstacle angle: 0.305432, obstacle dist: 18.534527, obstacle steering: -0.090469, steer: -0.091760, speed: 60.000000
 yellow line angle: -0.248927, obstacle angle: 0.287979, obstacle dist: 18.813826, obstacle steering: -0.089741, steer: -0.092085, speed: 60.000000
 yellow line angle: -0.252388, obstacle angle: 0.279252, obstacle dist: 18.999929, obstacle steering: -0.090545, steer: -0.095547, speed: 60.000000
 yellow line angle: -0.253802, obstacle angle: 0.279252, obstacle dist: 19.002865, obstacle steering: -0.094008, steer: -0.094008, speed: 60.000000
 yellow line angle: -0.255522, obstacle angle: 0.279252, obstacle dist: 19.008181, obstacle steering: -0.092469, steer: -0.095903, speed: 60.000000
 yellow line angle: -0.256140, obstacle angle: 0.287979, obstacle dist: 18.874800, obstacle steering: -0.093891, steer: -0.095394, speed: 60.000000
 yellow line angle: -0.256661, obstacle angle: 0.287979, obstacle dist: 18.948456, obstacle steering: -0.093389, steer: -0.096868, speed: 60.000000
 yellow line angle: -0.255573, obstacle angle: 0.287979, obstacle dist: 19.046703, obstacle steering: -0.094874, steer: -0.094911, speed: 60.000000
 yellow line angle: -0.253635, obstacle angle: 0.287979, obstacle dist: 19.122486, obstacle steering: -0.092925, steer: -0.094247, speed: 60.000000
 yellow line angle: -0.251411, obstacle angle: 0.287979, obstacle dist: 19.173328, obstacle steering: -0.092266, steer: -0.094629, speed: 60.000000
 yellow line angle: -0.248546, obstacle angle: 0.296706, obstacle dist: 19.087677, obstacle steering: -0.092182, steer: -0.094123, speed: 60.000000
 yellow line angle: -0.246017, obstacle angle: 0.296706, obstacle dist: 19.208151, obstacle steering: -0.091692, steer: -0.095636, speed: 60.000000
 yellow line angle: -0.241990, obstacle angle: 0.296706, obstacle dist: 19.329411, obstacle steering: -0.093220, steer: -0.093220, speed: 60.000000
 yellow line angle: -0.238062, obstacle angle: 0.305432, obstacle dist: 19.248188, obstacle steering: -0.090340, steer: -0.093730, speed: 60.000000
 yellow line angle: -0.233180, obstacle angle: 0.305432, obstacle dist: 19.318954, obstacle steering: -0.090861, steer: -0.092001, speed: 60.000000
 yellow line angle: -0.229964, obstacle angle: 0.305432, obstacle dist: 19.432156, obstacle steering: -0.089149, steer: -0.095911, speed: 60.000000
 yellow line angle: -0.225831, obstacle angle: 0.314159, obstacle dist: 19.414116, obstacle steering: -0.092606, steer: -0.094397, speed: 60.000000
 yellow line angle: -0.220685, obstacle angle: 0.314159, obstacle dist: 19.554234, obstacle steering: -0.091116, steer: -0.092409, speed: 60.000000
 yellow line angle: -0.213932, obstacle angle: 0.314159, obstacle dist: 19.625494, obstacle steering: -0.089140, steer: -0.089140, speed: 60.000000
 yellow line angle: -0.208064, obstacle angle: 0.322886, obstacle dist: 19.570377, obstacle steering: -0.085415, steer: -0.090340, speed: 60.000000
 yellow line angle: -0.202208, obstacle angle: 0.322886, obstacle dist: 19.705902, obstacle steering: -0.086642, steer: -0.090117, speed: 60.000000
 yellow line angle: -0.196644, obstacle angle: 0.331612, obstacle dist: 19.710712, obstacle steering: -0.085977, steer: -0.090487, speed: 60.000000
 yellow line angle: -0.189812, obstacle angle: 0.331612, obstacle dist: 19.803129, obstacle steering: -0.086366, steer: -0.087382, speed: 60.000000
 yellow line angle: -0.183064, obstacle angle: 0.331612, obstacle dist: 19.882666, obstacle steering: -0.083277, steer: -0.086962, speed: 60.000000
 yellow line angle: -0.176116, obstacle angle: 0.331612, obstacle dist: 19.996132, obstacle steering: -0.082881, steer: -0.085883, speed: 60.000000
 yellow line angle: -0.021286, obstacle angle: 0.078540, obstacle dist: 19.801029, obstacle steering: -0.015576, steer: -0.015576, speed: 60.000000
 yellow line angle: -0.020659, obstacle angle: 0.078540, obstacle dist: 18.982094, obstacle steering: -0.024609, steer: -0.024609, speed: 60.000000
 yellow line angle: -0.019452, obstacle angle: 0.087266, obstacle dist: 18.249577, obstacle steering: -0.033526, steer: -0.033526, speed: 60.000000
 yellow line angle: -0.016890, obstacle angle: 0.095993, obstacle dist: 17.322369, obstacle steering: -0.042417, steer: -0.042417, speed: 60.000000
 yellow line angle: -0.013258, obstacle angle: 0.113446, obstacle dist: 16.630363, obstacle steering: -0.050628, steer: -0.042417, speed: 60.000000
 yellow line angle: -0.006743, obstacle angle: 0.130900, obstacle dist: 15.750872, obstacle steering: -0.049978, steer: -0.042417, speed: 60.000000
 yellow line angle: 0.002730, obstacle angle: 0.139626, obstacle dist: 14.851706, obstacle steering: -0.049848, steer: -0.042417, speed: 60.000000
 yellow line angle: 0.014003, obstacle angle: 0.157080, obstacle dist: 14.012332, obstacle steering: -0.049048, steer: -0.042417, speed: 60.000000
 yellow line angle: 0.026693, obstacle angle: 0.183259, obstacle dist: 13.254424, obstacle steering: -0.047452, steer: -0.042417, speed: 60.000000
 yellow line angle: 0.040519, obstacle angle: 0.209439, obstacle dist: 12.383177, obstacle steering: -0.045692, steer: -0.042417, speed: 60.000000
 yellow line angle: 0.055845, obstacle angle: 0.235619, obstacle dist: 11.623322, obstacle steering: -0.043654, steer: -0.042417, speed: 60.000000
 yellow line angle: 0.072535, obstacle angle: 0.279252, obstacle dist: 10.878338, obstacle steering: -0.039728, steer: -0.042417, speed: 60.000000
 yellow line angle: 0.090382, obstacle angle: 0.305432, obstacle dist: 10.060623, obstacle steering: -0.036907, steer: -0.042417, speed: 60.000000
 yellow line angle: 0.110057, obstacle angle: 0.331612, obstacle dist: 9.341415, obstacle steering: -0.033680, steer: -0.042417, speed: 60.000000
 yellow line angle: 0.114346, obstacle angle: -0.069813, obstacle dist: 19.797121, obstacle steering: 0.034871, steer: 0.034871, speed: 60.000000
 yellow line angle: 0.105927, obstacle angle: -0.078540, obstacle dist: 19.010857, obstacle steering: 0.043890, steer: 0.043890, speed: 60.000000
 yellow line angle: 0.096873, obstacle angle: -0.095993, obstacle dist: 18.175091, obstacle steering: 0.052363, steer: 0.052363, speed: 60.000000
 yellow line angle: 0.084846, obstacle angle: -0.113446, obstacle dist: 17.348721, obstacle steering: 0.060234, steer: 0.060234, speed: 60.000000
 yellow line angle: 0.070232, obstacle angle: -0.122173, obstacle dist: 16.523764, obstacle steering: 0.067970, steer: 0.067970, speed: 60.000000
 yellow line angle: 0.053121, obstacle angle: -0.148353, obstacle dist: 15.719633, obstacle steering: 0.074437, steer: 0.067970, speed: 60.000000
 yellow line angle: 0.033794, obstacle angle: -0.157080, obstacle dist: 14.917031, obstacle steering: 0.074200, steer: 0.067970, speed: 60.000000
 yellow line angle: 0.011279, obstacle angle: -0.191986, obstacle dist: 14.077709, obstacle steering: 0.072091, steer: 0.067970, speed: 60.000000
 yellow line angle: -0.013334, obstacle angle: -0.226893, obstacle dist: 13.272725, obstacle steering: 0.069711, steer: 0.067970, speed: 60.000000
 yellow line angle: -0.040571, obstacle angle: -0.270526, obstacle dist: 12.526110, obstacle steering: 0.066332, steer: 0.067970, speed: 60.000000
 yellow line angle: -0.070209, obstacle angle: -0.314159, obstacle dist: 11.823916, obstacle steering: 0.062544, steer: 0.067970, speed: 60.000000
 yellow line angle: -0.102522, obstacle angle: -0.340339, obstacle dist: 11.005201, obstacle steering: 0.059762, steer: 0.067970, speed: 60.000000
 yellow line angle: -0.234794, obstacle angle: 0.052360, obstacle dist: 19.312012, obstacle steering: -0.116089, steer: -0.116089, speed: 60.000000
 yellow line angle: -0.234029, obstacle angle: 0.078540, obstacle dist: 18.394970, obstacle steering: -0.125410, steer: -0.125410, speed: 60.000000
 yellow line angle: -0.225179, obstacle angle: 0.104720, obstacle dist: 17.579924, obstacle steering: -0.133674, steer: -0.133674, speed: 60.000000
 yellow line angle: -0.209734, obstacle angle: 0.139626, obstacle dist: 16.801395, obstacle steering: -0.140243, steer: -0.140243, speed: 60.000000
 yellow line angle: -0.189150, obstacle angle: 0.191986, obstacle dist: 16.048197, obstacle steering: -0.143858, steer: -0.143858, speed: 60.000000
 yellow line angle: -0.161215, obstacle angle: 0.244346, obstacle dist: 15.225739, obstacle steering: -0.144230, steer: -0.143858, speed: 60.000000
 yellow line angle: -0.128035, obstacle angle: 0.296706, obstacle dist: 14.472486, obstacle steering: -0.140631, steer: -0.143858, speed: 60.000000
 yellow line angle: -0.110977, obstacle angle: 0.331612, obstacle dist: 19.936987, obstacle steering: -0.047578, steer: -0.059527, speed: 60.000000
 yellow line angle: -0.124178, obstacle angle: 0.322886, obstacle dist: 19.794086, obstacle steering: -0.055845, steer: -0.061465, speed: 60.000000
 yellow line angle: -0.136662, obstacle angle: 0.314159, obstacle dist: 19.694382, obstacle steering: -0.058207, steer: -0.063973, speed: 60.000000
 yellow line angle: -0.149561, obstacle angle: 0.314159, obstacle dist: 19.486351, obstacle steering: -0.060681, steer: -0.068924, speed: 60.000000
 yellow line angle: -0.162068, obstacle angle: 0.305432, obstacle dist: 19.470924, obstacle steering: -0.066077, steer: -0.072240, speed: 60.000000
 yellow line angle: -0.172404, obstacle angle: 0.305432, obstacle dist: 19.329937, obstacle steering: -0.069372, steer: -0.071517, speed: 60.000000
 yellow line angle: -0.180064, obstacle angle: 0.296706, obstacle dist: 19.317623, obstacle steering: -0.069099, steer: -0.069161, speed: 60.000000
 yellow line angle: -0.188528, obstacle angle: 0.296706, obstacle dist: 19.161266, obstacle steering: -0.066723, steer: -0.074014, speed: 60.000000
 yellow line angle: -0.197961, obstacle angle: 0.287979, obstacle dist: 19.192904, obstacle steering: -0.072035, steer: -0.079499, speed: 60.000000
 yellow line angle: -0.209316, obstacle angle: 0.287979, obstacle dist: 19.106535, obstacle steering: -0.077512, steer: -0.087437, speed: 60.000000
 yellow line angle: -0.218362, obstacle angle: 0.287979, obstacle dist: 19.032017, obstacle steering: -0.085441, steer: -0.086391, speed: 60.000000
 yellow line angle: -0.226630, obstacle angle: 0.287979, obstacle dist: 18.950041, obstacle steering: -0.084387, steer: -0.088262, speed: 60.000000
 yellow line angle: -0.232689, obstacle angle: 0.279252, obstacle dist: 19.024336, obstacle steering: -0.086724, steer: -0.086757, speed: 60.000000
 yellow line angle: -0.238035, obstacle angle: 0.279252, obstacle dist: 18.984585, obstacle steering: -0.085216, steer: -0.088092, speed: 60.000000
 yellow line angle: -0.241578, obstacle angle: 0.279252, obstacle dist: 18.980301, obstacle steering: -0.086551, steer: -0.086824, speed: 60.000000
 yellow line angle: -0.244906, obstacle angle: 0.279252, obstacle dist: 18.973423, obstacle steering: -0.085282, steer: -0.088693, speed: 60.000000
 yellow line angle: -0.247442, obstacle angle: 0.279252, obstacle dist: 18.953091, obstacle steering: -0.087150, steer: -0.089228, speed: 60.000000
 yellow line angle: -0.252242, obstacle angle: 0.279252, obstacle dist: 18.929607, obstacle steering: -0.087683, steer: -0.096472, speed: 60.000000
 yellow line angle: -0.255688, obstacle angle: 0.279252, obstacle dist: 18.951036, obstacle steering: -0.094929, steer: -0.096156, speed: 60.000000
 yellow line angle: -0.258598, obstacle angle: 0.287979, obstacle dist: 18.844692, obstacle steering: -0.094141, steer: -0.097366, speed: 60.000000
 yellow line angle: -0.258694, obstacle angle: 0.287979, obstacle dist: 18.909956, obstacle steering: -0.095358, steer: -0.095358, speed: 60.000000
 yellow line angle: -0.257753, obstacle angle: 0.287979, obstacle dist: 18.948132, obstacle steering: -0.093353, steer: -0.093353, speed: 60.000000
 yellow line angle: -0.256506, obstacle angle: 0.287979, obstacle dist: 18.993919, obstacle steering: -0.091354, steer: -0.093166, speed: 60.000000
 yellow line angle: -0.254438, obstacle angle: 0.287979, obstacle dist: 19.079674, obstacle steering: -0.091176, steer: -0.092533, speed: 60.000000
 yellow line angle: -0.252368, obstacle angle: 0.287979, obstacle dist: 19.179188, obstacle steering: -0.090552, steer: -0.093526, speed: 60.000000
 yellow line angle: -0.249575, obstacle angle: 0.296706, obstacle dist: 19.094206, obstacle steering: -0.091080, steer: -0.092881, speed: 60.000000
 yellow line angle: -0.246937, obstacle angle: 0.296706, obstacle dist: 19.139402, obstacle steering: -0.090441, steer: -0.094011, speed: 60.000000
 yellow line angle: -0.244727, obstacle angle: 0.296706, obstacle dist: 19.218157, obstacle steering: -0.091580, steer: -0.095784, speed: 60.000000
 yellow line angle: -0.242256, obstacle angle: 0.305432, obstacle dist: 19.171986, obstacle steering: -0.092893, steer: -0.096096, speed: 60.000000
 yellow line angle: -0.239402, obstacle angle: 0.305432, obstacle dist: 19.314262, obstacle steering: -0.093226, steer: -0.096055, speed: 60.000000
 yellow line angle: -0.235015, obstacle angle: 0.305432, obstacle dist: 19.398748, obstacle steering: -0.093197, steer: -0.093300, speed: 60.000000
 yellow line angle: -0.229314, obstacle angle: 0.305432, obstacle dist: 19.490046, obstacle steering: -0.090456, steer: -0.090625, speed: 60.000000
 yellow line angle: -0.223930, obstacle angle: 0.314159, obstacle dist: 19.447248, obstacle steering: -0.087325, steer: -0.091255, speed: 60.000000
 yellow line angle: -0.218157, obstacle angle: 0.314159, obstacle dist: 19.604836, obstacle steering: -0.087982, steer: -0.090344, speed: 60.000000
 yellow line angle: -0.212752, obstacle angle: 0.322886, obstacle dist: 19.575188, obstacle steering: -0.086621, steer: -0.091004, speed: 60.000000
 yellow line angle: -0.205703, obstacle angle: 0.322886, obstacle dist: 19.635616, obstacle steering: -0.087292, steer: -0.087292, speed: 60.000000
 yellow line angle: -0.199844, obstacle angle: 0.322886, obstacle dist: 19.732632, obstacle steering: -0.083598, steer: -0.089302, speed: 60.000000
 yellow line angle: -0.194386, obstacle angle: 0.331612, obstacle dist: 19.698864, obstacle steering: -0.085159, steer: -0.089907, speed: 60.000000
 yellow line angle: -0.189548, obstacle angle: 0.331612, obstacle dist: 19.869827, obstacle steering: -0.085800, steer: -0.091075, speed: 60.000000
 yellow line angle: -0.183314, obstacle angle: 0.331612, obstacle dist: 19.952370, obstacle steering: -0.086985, steer: -0.087823, speed: 60.000000
 yellow line angle: -0.013299, obstacle angle: -0.061086, obstacle dist: 19.438534, obstacle steering: -0.046965, steer: -0.050649, speed: 60.000000
 yellow line angle: -0.001101, obstacle angle: -0.043633, obstacle dist: 18.599358, obstacle steering: -0.039554, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.010623, obstacle angle: -0.017453, obstacle dist: 17.753311, obstacle steering: -0.032391, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.022718, obstacle angle: 0.000000, obstacle dist: 16.925306, obstacle steering: -0.030719, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.035141, obstacle angle: 0.026180, obstacle dist: 16.091282, obstacle steering: -0.059399, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.048241, obstacle angle: 0.043633, obstacle dist: 15.260641, obstacle steering: -0.059013, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.060869, obstacle angle: 0.061086, obstacle dist: 14.573306, obstacle steering: -0.058453, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.074989, obstacle angle: 0.078540, obstacle dist: 13.730322, obstacle steering: -0.057978, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.090071, obstacle angle: 0.095993, obstacle dist: 12.786865, obstacle steering: -0.057534, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.107416, obstacle angle: 0.122173, obstacle dist: 12.061302, obstacle steering: -0.056088, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.124852, obstacle angle: 0.139626, obstacle dist: 11.140618, obstacle steering: -0.055397, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.144279, obstacle angle: 0.165806, obstacle dist: 10.344489, obstacle steering: -0.053629, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.164511, obstacle angle: 0.191986, obstacle dist: 9.560754, obstacle steering: -0.051558, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.186386, obstacle angle: 0.235619, obstacle dist: 8.796537, obstacle steering: -0.047125, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.209978, obstacle angle: 0.270526, obstacle dist: 7.982942, obstacle steering: -0.042919, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.234983, obstacle angle: 0.305432, obstacle dist: 7.195340, obstacle steering: -0.037786, steer: -0.045490, speed: 60.000000
 yellow line angle: 0.264751, obstacle angle: 0.331612, obstacle dist: 6.713433, obstacle steering: -0.033333, steer: -0.045490, speed: 60.000000
 yellow line angle: -0.124830, obstacle angle: 0.331612, obstacle dist: 19.793207, obstacle steering: -0.048966, steer: -0.060637, speed: 60.000000
 yellow line angle: -0.137022, obstacle angle: 0.322886, obstacle dist: 19.768417, obstacle steering: -0.056950, steer: -0.064185, speed: 60.000000
 yellow line angle: -0.149194, obstacle angle: 0.314159, obstacle dist: 19.680685, obstacle steering: -0.060925, steer: -0.068085, speed: 60.000000
 yellow line angle: -0.158709, obstacle angle: 0.314159, obstacle dist: 19.466799, obstacle steering: -0.064789, steer: -0.066101, speed: 60.000000
 yellow line angle: -0.169981, obstacle angle: 0.305432, obstacle dist: 19.437576, obstacle steering: -0.063249, steer: -0.073450, speed: 60.000000
 yellow line angle: -0.179632, obstacle angle: 0.305432, obstacle dist: 19.304188, obstacle steering: -0.070579, steer: -0.073702, speed: 60.000000
 yellow line angle: -0.189569, obstacle angle: 0.296706, obstacle dist: 19.367113, obstacle steering: -0.071290, steer: -0.077894, speed: 60.000000
 yellow line angle: -0.196678, obstacle angle: 0.296706, obstacle dist: 19.255058, obstacle steering: -0.075469, steer: -0.075469, speed: 60.000000
 yellow line angle: -0.203525, obstacle angle: 0.296706, obstacle dist: 19.129215, obstacle steering: -0.073027, steer: -0.077606, speed: 60.000000
 yellow line angle: -0.211036, obstacle angle: 0.287979, obstacle dist: 19.189293, obstacle steering: -0.075627, steer: -0.082077, speed: 60.000000
 yellow line angle: -0.219377, obstacle angle: 0.287979, obstacle dist: 19.130196, obstacle steering: -0.080091, steer: -0.087139, speed: 60.000000
 yellow line angle: -0.226678, obstacle angle: 0.287979, obstacle dist: 19.088572, obstacle steering: -0.085149, steer: -0.088242, speed: 60.000000
 yellow line angle: -0.231148, obstacle angle: 0.287979, obstacle dist: 19.040743, obstacle steering: -0.086247, steer: -0.086247, speed: 60.000000
 yellow line angle: -0.234167, obstacle angle: 0.287979, obstacle dist: 18.983261, obstacle steering: -0.084247, steer: -0.084344, speed: 60.000000
 yellow line angle: -0.238043, obstacle angle: 0.287979, obstacle dist: 18.953796, obstacle steering: -0.082340, steer: -0.088455, speed: 60.000000
 yellow line angle: -0.241153, obstacle angle: 0.287979, obstacle dist: 18.963734, obstacle steering: -0.086452, steer: -0.089149, speed: 60.000000
 yellow line angle: -0.243493, obstacle angle: 0.287979, obstacle dist: 18.984814, obstacle steering: -0.087148, steer: -0.089652, speed: 60.000000
 yellow line angle: -0.244358, obstacle angle: 0.287979, obstacle dist: 18.985447, obstacle steering: -0.087651, steer: -0.088387, speed: 60.000000
 yellow line angle: -0.246962, obstacle angle: 0.287979, obstacle dist: 18.974163, obstacle steering: -0.086385, steer: -0.093997, speed: 60.000000
 yellow line angle: -0.249694, obstacle angle: 0.287979, obstacle dist: 18.999825, obstacle steering: -0.091998, steer: -0.096434, speed: 60.000000
 yellow line angle: -0.250744, obstacle angle: 0.287979, obstacle dist: 19.075024, obstacle steering: -0.094443, steer: -0.094836, speed: 60.000000
 yellow line angle: -0.249722, obstacle angle: 0.287979, obstacle dist: 19.148340, obstacle steering: -0.092853, steer: -0.092853, speed: 60.000000
 yellow line angle: -0.247418, obstacle angle: 0.287979, obstacle dist: 19.191212, obstacle steering: -0.090874, steer: -0.090874, speed: 60.000000
 yellow line angle: -0.245533, obstacle angle: 0.296706, obstacle dist: 19.075916, obstacle steering: -0.088425, steer: -0.092121, speed: 60.000000
 yellow line angle: -0.244150, obstacle angle: 0.296706, obstacle dist: 19.155521, obstacle steering: -0.089682, steer: -0.094242, speed: 60.000000
 yellow line angle: -0.242138, obstacle angle: 0.296706, obstacle dist: 19.269936, obstacle steering: -0.091818, steer: -0.093937, speed: 60.000000
 yellow line angle: -0.239429, obstacle angle: 0.296706, obstacle dist: 19.356495, obstacle steering: -0.091524, steer: -0.093300, speed: 60.000000
 yellow line angle: -0.237332, obstacle angle: 0.305432, obstacle dist: 19.254351, obstacle steering: -0.090421, steer: -0.095425, speed: 60.000000
 yellow line angle: -0.233664, obstacle angle: 0.305432, obstacle dist: 19.341534, obstacle steering: -0.092559, steer: -0.092766, speed: 60.000000
 yellow line angle: -0.229460, obstacle angle: 0.305432, obstacle dist: 19.474476, obstacle steering: -0.089920, steer: -0.092021, speed: 60.000000
 yellow line angle: -0.223792, obstacle angle: 0.314159, obstacle dist: 19.458254, obstacle steering: -0.088724, steer: -0.089019, speed: 60.000000
 yellow line angle: -0.219137, obstacle angle: 0.314159, obstacle dist: 19.534040, obstacle steering: -0.085734, steer: -0.091194, speed: 60.000000
 yellow line angle: -0.213174, obstacle angle: 0.314159, obstacle dist: 19.604765, obstacle steering: -0.087921, steer: -0.088368, speed: 60.000000
 yellow line angle: -0.207851, obstacle angle: 0.322886, obstacle dist: 19.549435, obstacle steering: -0.084640, steer: -0.089566, speed: 60.000000
 yellow line angle: -0.202868, obstacle angle: 0.322886, obstacle dist: 19.689587, obstacle steering: -0.085864, steer: -0.090216, speed: 60.000000
 yellow line angle: -0.198202, obstacle angle: 0.322886, obstacle dist: 19.824146, obstacle steering: -0.086539, steer: -0.090871, speed: 60.000000
 yellow line angle: -0.191072, obstacle angle: 0.331612, obstacle dist: 19.730297, obstacle steering: -0.086734, steer: -0.086734, speed: 60.000000
 yellow line angle: -0.184730, obstacle angle: 0.331612, obstacle dist: 19.817938, obstacle steering: -0.082616, steer: -0.086408, speed: 60.000000
 yellow line angle: -0.179148, obstacle angle: 0.331612, obstacle dist: 19.939157, obstacle steering: -0.082315, steer: -0.087606, speed: 60.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 70.000000
 yellow line angle: -0.263019, obstacle angle: 0.331612, obstacle dist: 17.963528, obstacle steering: -0.094338, steer: -0.099343, speed: 70.000000
